Mod:Item:MetaData, Localized Name
botania_tweaks:compressed_tiny_potato_6, Enormous Potato
botania_tweaks:compressed_tiny_potato_7, Colossal Potato
botania_tweaks:compressed_tiny_potato_8, Galactic Potato
botania_tweaks:potted_tiny_potato, Tiny Pot-tato
botania_tweaks:basic_extended_crafty_crate, Basic Extended Crafty Crate
botania_tweaks:advanced_extended_crafty_crate, Advanced Extended Crafty Crate
botania_tweaks:elite_extended_crafty_crate, Elite Extended Crafty Crate
botania_tweaks:ultimate_extended_crafty_crate, Ultimate Extended Crafty Crate
embers:adhesive, Adhesive
embers:alchemic_waste, Alchemical Waste
embers:ancient_motive_core, Ancient Motive Core
embers:anti_tinker_lens, Smoky Tinker's Lens
embers:archaic_brick, Archaic Brick
embers:archaic_circuit, Archaic Circuit
embers:ashen_cloak_boots, Ashen Boots
embers:ashen_cloak_chest, Ashen Cloak
embers:ashen_cloak_head, Ashen Goggles
embers:ashen_cloak_legs, Ashen Leggings
embers:ashen_cloth, Ashen Fabric
embers:aspectus_copper, Copper Aspectus
embers:aspectus_dawnstone, Dawnstone Aspectus
embers:aspectus_iron, Iron Aspectus
embers:aspectus_lead, Lead Aspectus
embers:aspectus_silver, Silver Aspectus
embers:axe_clockwork, Clockwork Battleaxe
embers:blasting_core, Blasting Core
embers:blend_caminite, Caminite Blend
embers:brick_caminite, Caminite Brick
embers:caster_orb, Caster Orb
embers:codex, Ancient Codex
embers:crystal_ember, Ember Crystal
embers:diffraction_barrel, Diffraction Barrel
embers:dust_ash, Ash Pile
embers:dust_ember, Ember Grit
embers:dust_metallurgic, Metallurgic Dust
embers:eldritch_insignia, Eldritch Insignia
embers:ember_cartridge:0, Mantle Cartridge
embers:ember_cartridge:0, Mantle Cartridge
embers:ember_cluster, Ember Crystal Cluster
embers:ember_detector, Atmospheric Gauge
embers:ember_jar:0, Mantle Jar
embers:ember_jar:0, Mantle Jar
embers:flame_barrier, Flame Barrier
embers:focal_lens, Focal Lens
embers:glimmer_lamp, Glimmer Lamp
embers:glimmer_shard, Glimmer Crystal
embers:golems_eye, Eye of the Ancients
embers:grandhammer, Grandhammer
embers:ignition_cannon, Blazing Ray
embers:inflictor_gem, Inflictor Gem
embers:intelligent_apparatus, Intelligent Apparatus
embers:isolated_materia, Isolated Materia
embers:jet_augment, Cinder Jet
embers:pickaxe_clockwork, Clockwork Pickaxe
embers:plate_caminite, Caminite Plate
embers:plate_caminite_raw, Raw Caminite Plate
embers:resonating_bell, Resonating Bell
embers:shard_ember, Ember Shard
embers:shifting_scales, Shifting Scales
embers:spark_plug, Spark Plug
embers:staff_ember, Cinder Staff
embers:stamp_bar, Bar Stamp
embers:stamp_bar_raw, Raw Bar Stamp
embers:stamp_flat, Flat Stamp
embers:stamp_flat_raw, Raw Flat Stamp
embers:stamp_gear, Gear Stamp
embers:stamp_gear_raw, Raw Gear Stamp
embers:stamp_plate, Plate Stamp
embers:stamp_plate_raw, Raw Plate Stamp
embers:stamp_rod, Rod Stamp
embers:stamp_rod_raw, Raw Rod Stamp
embers:stamp_round, Round Stamp
embers:stamp_round_raw, Raw Round Stamp
embers:superheater, Superheater
embers:tinker_hammer, Tinker's Hammer
embers:tinker_lens, Tinker's Lens
embers:wildfire_core, Wildfire Core
embers:winding_gears, Winding Gears
embers:tyrfing, Tyrfing
embers:pickaxe_copper, Copper Pickaxe
embers:axe_copper, Copper Axe
embers:shovel_copper, Copper Shovel
embers:hoe_copper, Copper Hoe
embers:sword_copper, Copper Sword
embers:ingot_copper, Copper Ingot
embers:nugget_copper, Copper Nugget
embers:plate_copper, Copper Plate
embers:pickaxe_dawnstone, Dawnstone Pickaxe
embers:axe_dawnstone, Dawnstone Axe
embers:shovel_dawnstone, Dawnstone Shovel
embers:hoe_dawnstone, Dawnstone Hoe
embers:sword_dawnstone, Dawnstone Sword
embers:ingot_dawnstone, Dawnstone Ingot
embers:nugget_dawnstone, Dawnstone Nugget
embers:plate_dawnstone, Dawnstone Plate
embers:pickaxe_lead, Lead Pickaxe
embers:axe_lead, Lead Axe
embers:shovel_lead, Lead Shovel
embers:hoe_lead, Lead Hoe
embers:sword_lead, Lead Sword
embers:ingot_lead, Lead Ingot
embers:nugget_lead, Lead Nugget
embers:plate_lead, Lead Plate
embers:pickaxe_silver, Silver Pickaxe
embers:axe_silver, Silver Axe
embers:shovel_silver, Silver Shovel
embers:hoe_silver, Silver Hoe
embers:sword_silver, Silver Sword
embers:ingot_silver, Silver Ingot
embers:nugget_silver, Silver Nugget
embers:plate_silver, Silver Plate
embers:block_caminite_brick_slab, Caminite Brick Slab
embers:ashen_stone_slab, Ashen Stone Slab
embers:ashen_brick_slab, Ashen Brick Slab
embers:ashen_tile_slab, Ashen Tile Slab
embers:ashen_amulet, Ashen Amulet
embers:dawnstone_mail, Dawnstone Mail
embers:ember_amulet, Ember Amulet
embers:ember_belt, Ember Belt
embers:ember_ring, Ember Ring
embers:explosion_charm, Explosion Charm
embers:ember_bulb:0, Mantle Bulb
embers:ember_bulb:0, Mantle Bulb
embers:nonbeliever_amulet, Amulet of the Heretic
embers:alchemy_pedestal, Alchemy Pedestal
embers:alchemy_tablet, Exchange Tablet
embers:archaic_bricks, Archaic Bricks
embers:archaic_edge, Archaic Edge
embers:archaic_light, Archaic Light
embers:archaic_tile, Archaic Tile
embers:ashen_brick, Ashen Brick
embers:ashen_brick_slab_double, Ashen Brick Double Slab
embers:ashen_stone, Ashen Stone
embers:ashen_stone_slab_double, Ashen Stone Double Slab
embers:ashen_tile, Ashen Tile
embers:ashen_tile_slab_double, Ashen Tile Double Slab
embers:auto_hammer, Automatic Hammer
embers:beam_cannon, Beam Cannon
embers:beam_splitter, Beam Splitter
embers:bin, Bin
embers:block_caminite_brick, Caminite Bricks
embers:block_caminite_brick_slab_double, Caminite Brick Double Slab
embers:block_caminite_large_brick, Caminite Large Brick
embers:block_furnace, Melter
embers:block_lantern, Ember Lantern
embers:block_tank, Fluid Vessel
embers:boiler, Pressure Refinery
embers:breaker, Automatic Breaker
embers:caminite_lever, Caminite Lever
embers:catalytic_plug, Catalytic Plug
embers:catalyzer, Catalysis Chamber
embers:cinder_plinth, Cinder Plinth
embers:clockwork_attenuator, Clockwork Attenuator
embers:combustor, Combustion Chamber
embers:copper_cell:0, Copper Cell
embers:copper_cell:0, Copper Cell
embers:creative_ember_source, Creative Ember Source
embers:crystal_cell, Crystal Cell
embers:dawnstone_anvil, Dawnstone Anvil
embers:ember_activator, Ember Activator
embers:ember_bore, Ember Bore
embers:ember_gauge, Ember Dial
embers:ember_injector, Ember Injector
embers:ember_relay, Ember Relay
embers:ember_siphon, Ember Siphon
embers:field_chart, Field Chart
embers:fluid_dropper, Fluid Dropper
embers:fluid_gauge, Fluid Dial
embers:fluid_transfer, Fluid Transfer
embers:geo_separator, Geologic Separator
embers:heat_coil, Hearth Coil
embers:inferno_forge, Inferno Forge
embers:item_dropper, Item Dropper
embers:item_gauge, Item Dial
embers:item_pipe, Item Pipe
embers:item_pump, Item Extractor
embers:item_request, Item Requisition
embers:item_transfer, Item Transfer
embers:large_tank, Reservoir
embers:mechanical_pump, Mechanical Pump
embers:mech_accessor, Machine Accessor
embers:mech_core, Mechanical Core
embers:mini_boiler, Mini Boiler
embers:mixer, Mixer Centrifuge
embers:ore_quartz, Quartz Ore
embers:pipe, Fluid Pipe
embers:pump, Fluid Extractor
embers:reaction_chamber, Reaction Chamber
embers:reactor, Ignem Reactor
embers:sealed_planks, Sealed Planks
embers:stairs_ashen_brick, Ashen Brick Stairs
embers:stairs_ashen_stone, Ashen Stone Stairs
embers:stairs_ashen_tile, Ashen Tile Stairs
embers:stairs_caminite_brick, Caminite Brick Stairs
embers:stamper, Stamper
embers:stamper_base, Stamp Base
embers:stirling, Wildfire Stirling
embers:stone_edge, Caminite Ring
embers:stone_valve, Caminite Valve
embers:turret, Turret
embers:vacuum, Item Vacuum
embers:wall_ashen_brick, Ashen Brick Wall
embers:wall_ashen_stone, Ashen Stone Wall
embers:wall_ashen_tile, Ashen Tile Wall
embers:wall_caminite_brick, Caminite Brick Wall
embers:wrapped_sealed_planks, Reinforced Sealed Planks
embers:seed_aluminum, Aluminium Crystal Seed
embers:seed_copper, Copper Crystal Seed
embers:seed_dawnstone, Dawnstone Crystal Seed
embers:block_dawnstone, Dawnstone Block
embers:seed_gold, Gold Crystal Seed
embers:seed_iron, Iron Crystal Seed
embers:seed_lead, Lead Crystal Seed
embers:seed_nickel, Nickel Crystal Seed
embers:seed_silver, Silver Crystal Seed
embers:seed_tin, Tin Crystal Seed
embers:ember_emitter, Ember Emitter
embers:ember_receiver, Ember Receptor
embers:ember_funnel, Ember Funnel
embers:ember_pulser, Ember Ejector
embers:charger, Copper Charger
embers:ember_pipe, Volatile Ember Conduit
embers:explosion_pedestal, Explosion Charm Pedestal
theoneprobe:probe, The One Probe
theoneprobe:creativeprobe, The Creative Probe
theoneprobe:probenote, The One Probe Read Me
theoneprobe:diamond_helmet_probe:0, Diamond Helmet with Probe
theoneprobe:gold_helmet_probe:0, Gold Helmet with Probe
theoneprobe:iron_helmet_probe:0, Iron Helmet with Probe
theoneprobe:probe_goggles, The One Probe (Bauble)
mcjtylib_ng:multipart, tile.mcjtylib_ng.multipart.name
patchouli:guide_book, Guide Book
plants2:cosmetic_0:0, White Forsythia
plants2:cosmetic_0:1, Devil's Cotton
plants2:cosmetic_0:2, Tronadora
plants2:cosmetic_0:3, South American Rose
plants2:cosmetic_0:4, Asian Copperleaf
plants2:cosmetic_0:5, Stringwood
plants2:cosmetic_0:6, Pink Turkish Shrublet
plants2:cosmetic_0:7, Yarrow
plants2:cosmetic_0:8, Magic Flower
plants2:cosmetic_0:9, Rock Thyme
plants2:cosmetic_0:10, Snow Aciphyll
plants2:cosmetic_0:11, Japanese Lady Bell
plants2:cosmetic_0:12, Summer Pheasant's Eye
plants2:cosmetic_0:13, Aechmea Amicorum
plants2:cosmetic_0:14, Basket Plant
plants2:cosmetic_0:15, Burnt Candytuft
plants2:cosmetic_1:0, African Lily
plants2:cosmetic_1:1, Goatweed
plants2:cosmetic_1:2, Corncockle
plants2:cosmetic_1:3, Silver Hairgrass
plants2:cosmetic_1:4, Austral Bugle
plants2:cosmetic_1:5, Albuca Fastigiata
plants2:cosmetic_1:6, Biennial Hollyhock
plants2:cosmetic_1:7, Dyer's Alkanet
plants2:cosmetic_1:8, Garlic Mustard
plants2:cosmetic_1:9, Flowering Onion
plants2:cosmetic_1:10, Aloe Ballii
plants2:cosmetic_1:11, Marsh Foxtail
plants2:cosmetic_1:12, Lace Flower
plants2:cosmetic_1:13, Parrot Flower
plants2:cosmetic_1:14, Red Centered Hibiscus
plants2:cosmetic_1:15, March Lily
plants2:cosmetic_2:0, Giant Ragweed
plants2:cosmetic_2:1, Philippine Amesiella
plants2:cosmetic_2:2, Winged Everlasting
plants2:cosmetic_2:3, Eytelia
plants2:cosmetic_2:4, Magarza
plants2:cosmetic_2:5, Scarlet Pimpernel
plants2:cosmetic_2:6, Italian Bugloss
plants2:cosmetic_2:7, Argocoffeopsis Lemblinii
plants2:cosmetic_2:8, Common Milkweed
plants2:cosmetic_2:9, Orange Milkweed
plants2:cosmetic_2:10, Cape Gorse
plants2:cosmetic_2:11, Astilbe Crenatiloba
plants2:cosmetic_2:12, Yellow Rocketcress
plants2:cosmetic_2:13, Begonia Eiromischa
plants2:cosmetic_2:14, Brachystelma Schoenlandianum
plants2:cosmetic_2:15, Cutleaf Toothwort
plants2:cosmetic_3:0, Cephalophyllum Parvulum
plants2:cosmetic_3:1, Florist's Daisy
plants2:cosmetic_3:2, Clove
plants2:cosmetic_3:3, Pink Corydalis
plants2:cosmetic_3:4, Yellow Fumewort
plants2:cosmetic_3:5, Crassula Subulata
plants2:cosmetic_3:6, Terrestrial Orchid
plants2:cosmetic_3:7, Ghost Orchid
plants2:cosmetic_3:8, Everlasting Pea
plants2:cosmetic_3:9, Snowdrop
plants2:cosmetic_3:10, Saint Helena Heliotrope
plants2:cosmetic_3:11, Lenten Rose
plants2:cosmetic_3:12, Summer Lilac
plants2:cosmetic_3:13, Orange Balsam
plants2:cosmetic_3:14, Isolepis Vulbifera
plants2:cosmetic_3:15, Narthecium Americanum
plants2:cosmetic_4:0, Nemesia Micrantha
plants2:cosmetic_4:1, Peony
plants2:cosmetic_4:2, Pluchea Glutinosa
plants2:cosmetic_4:3, Psoralea Cataracta
plants2:cosmetic_4:4, Psoralea Macrophylla
plants2:cosmetic_4:5, Kudzu Flower
plants2:cosmetic_4:6, Arfaj
plants2:cosmetic_4:7, Creeping Yellowcress
plants2:cosmetic_4:8, Gloriosa Daisy
plants2:cosmetic_4:9, Streblorrhiza Speciosa
plants2:cosmetic_4:10, Sumatra Dipterocarpus
plants2:cosmetic_4:11, Thismia Americana
plants2:cosmetic_4:12, Great White Trillium
plants2:cosmetic_4:13, Indian Hellebore
plants2:cosmetic_4:14, Rock Speedwell
plants2:cosmetic_4:15, Cry Violet
plants2:cosmetic_5:0, Allium Drumstick
plants2:cosmetic_5:1, Bachelor's Button
plants2:cosmetic_5:2, Billy Buttons
plants2:cosmetic_5:3, Delphinium Belladonna
plants2:cosmetic_5:4, Fernflower Yarrow
plants2:cosmetic_5:5, Gerbera Daisy
plants2:cosmetic_5:6, Hydrangea
plants2:cosmetic_5:7, Red Rover
plants2:cosmetic_5:8, Snapdragon
plants2:cosmetic_5:9, Star of Bethlehem
plants2:cosmetic_5:10, Barren Strawberry
plants2:cosmetic_5:11, Beardtongue
plants2:cosmetic_5:12, Fairy Lily
plants2:cosmetic_5:13, Royal Bluebell
plants2:cosmetic_5:14, Sandbog Death Camas
plants2:cosmetic_5:15, Snowy River Westringia
plants2:cosmetic_6:0, Weldenia Candida
plants2:cosmetic_6:1, Wild Rice
plants2:cosmetic_6:2, Yellowroot
plants2:cosmetic_6:3, Zenobia
plants2:cosmetic_6:4, Cambridge Blue
plants2:desert_0:0, Apache Plume
plants2:desert_0:1, Arizona Poppy
plants2:desert_0:2, Asian Mustard
plants2:desert_0:3, Bigelow's Monkeyflower
plants2:desert_0:4, Blacktack Phacelia
plants2:desert_0:5, Blazingstar
plants2:desert_0:6, Blue Flax
plants2:desert_0:7, Bristly Fiddleneck
plants2:desert_0:8, Browneyes
plants2:desert_0:9, Buckbrush
plants2:desert_0:10, Button Brittlebush
plants2:desert_0:11, Canaigre
plants2:desert_0:12, Chocolate Drops
plants2:desert_0:13, Chuparosa
plants2:desert_0:14, Clustered Broomrape
plants2:desert_0:15, Coulter's Jewelflower
plants2:desert_1:0, Distant Scorpionweed
plants2:desert_1:1, Neglected Scorpionweed
plants2:desert_1:2, Sagebrush
plants2:desert_1:3, San Angelo Yucca
plants2:double_0:0, Chinese Honeysuckle
plants2:double_0:1, Heart's Delight
plants2:double_0:2, Balcanicus Bear's Breeches
plants2:double_0:3, Canary Island Flatpod
plants2:double_0:4, Summer Snowflakes
plants2:double_0:5, Alonsoa Meridionalis
plants2:double_0:6, Bulbil Bugle Lily
plants2:generic:0, Raw Cotton
plants2:generic:1, Black Dye
plants2:generic:2, Blue Dye
plants2:generic:3, Brown Dye
plants2:generic:4, White Dye
plants2:generic:5, Crystal Shard
plants2:generic:6, Crystal Chunk
plants2:generic:7, Dark Crystal Shard
plants2:generic:8, Dark Crystal Chunk
plants2:generic:9, Crystal Stick
plants2:generic:10, Blaze Petal
plants2:generic:11, Magma Jelly
plants2:generic:12, Smoldering Berry
plants2:generic:13, Ember Root
plants2:plantball, Coagulated Plant Ball
plants2:okra, Okra
plants2:pineapple, Pineapple
plants2:amaranthus_h, Prince's Feather Leaf
plants2:ambrosia_a, Ragweed Seed Pod
plants2:apocynum_c, Edible Cotton Seeds
plants2:daucus_c, Wild Carrot
plants2:phytolacca_a, Pokeweed Berries
plants2:plantago_m, Plantain Leaf
plants2:rubus_o, Black Raspberry
plants2:rubus_p, Wine Raspberry
plants2:saffron, Saffron
plants2:solanum_c, Horsenettle Fruit
plants2:solanum_d, Climbing Nightshade Berries
plants2:solanum_n, Black Nightshade Berries
plants2:alyxia_b, Dysentery Bush Berries
plants2:actaea_p, Baneberries
plants2:alternanthera_f, Galapagos Leaf
plants2:ampelopsis_a, Pepper Vine Fruit
plants2:akebia_q, Chocolate Vine Seed Pod
plants2:blackberry, Blackberries
plants2:blueberry, Blueberries
plants2:raspberry, Raspberries
plants2:huckleberry, Huckleberries
plants2:fire_fruit:0, Flameberry
plants2:tahitian_spinach, Tahitian Spinach Leaf
plants2:amaranthus_h_seeds, Prince's Feather Seeds
plants2:okra_seeds, Okra Seeds
plants2:pineapple_seeds, Pineapple Seeds
plants2:harvest_0:0, Doll's Eyes
plants2:harvest_0:1, Galapagos Flower
plants2:harvest_0:2, Annual Ragweed
plants2:harvest_0:3, Wild Cotton
plants2:harvest_0:4, Wild Carrot
plants2:harvest_0:5, Pokeweed
plants2:harvest_0:6, Broadleaf Plantain
plants2:harvest_0:7, Black Raspberry Bush
plants2:harvest_1:0, Wine Raspberry Bush
plants2:harvest_1:1, Saffron
plants2:harvest_1:2, Carolina Horsenettle
plants2:harvest_1:3, Climbing Nightshade
plants2:harvest_1:4, Black Nightshade
plants2:harvest_1:5, Tahitian Spinach
plants2:nether_harvest:0, Blazing Orchid
plants2:nether_harvest:1, Flowering Magma
plants2:nether_harvest:2, Golden Flame
plants2:nether_harvest:3, Flameberry Bush
plants2:nether_harvest:4, Emberian
plants2:nether_harvest:5, Smoldering Berry Bush
plants2:double_harvest_0:0, Dysentery Bush
plants2:adlumia_f, Mountain Fringe
plants2:afgekia_m, Kan Pai Mahidol
plants2:androsace_a, Alpine Rock Jasmine
plants2:akebia_q_vine, Chocolate Vine
plants2:ampelopsis_a_vine, Pepper Vine
plants2:nether_log:0, Ashen Wood
plants2:nether_log:1, Blazing Wood
plants2:nether_sapling:0, Ashen Sapling
plants2:nether_sapling:1, Blazing Sapling
plants2:nether_leaves:0, Ashen Leaves
plants2:nether_leaves:1, Blazing Leaves
plants2:log_0:0, Black Kauri Wood
plants2:log_0:1, Brazillian Pine Wood
plants2:log_0:2, Incense Cedar Wood
plants2:log_0:3, Murray Pine Wood
plants2:sapling_0:0, Black Kauri Sapling
plants2:sapling_0:1, Brazillian Pine Sapling
plants2:sapling_0:2, Incense Cedar Sapling
plants2:sapling_0:3, Murray Pine Sapling
plants2:leaves_0:0, Black Kauri Leaves
plants2:leaves_0:1, Brazillian Pine Leaves
plants2:leaves_0:2, Incense Cedar Leaves
plants2:leaves_0:3, Murray Pine Leaves
plants2:crystal:0, Crystal Formation
plants2:crystal:1, Crystal Block
plants2:crystal:2, Crystal Bricks
plants2:crystal:3, Dark Crystal Formation
plants2:crystal:4, Dark Crystal Block
plants2:crystal:5, Dark Crystal Bricks
plants2:crystal:6, Titan Stone
plants2:groundcover, Crystal Groundcover
plants2:crystal_log:0, Crystal Wood
plants2:crystal_log:1, Dark Crystal Wood
plants2:crystal_sapling:0, Crystal Sapling
plants2:crystal_leaves:0, Crystal Leaves
plants2:crystal_leaves:1, Dark Crystal Leaves
plants2:crystal_planks:0, Crystal Wood Planks
plants2:crystal_planks:1, Dark Crystal Wood Planks
plants2:crystal_stairs, Crystal Wood Stairs
plants2:dark_crystal_stairs, Dark Crystal Wood Stairs
plants2:crystal_slab, Crystal Wood Slab
plants2:dark_crystal_slab, Dark Crystal Wood Slab
plants2:planks:0, Ashen Wood Planks
plants2:planks:1, Blazing Wood Planks
plants2:planks:2, Black Kauri Wood Planks
plants2:planks:3, Brazillian Pine Wood Planks
plants2:planks:4, Incense Cedar Wood Planks
plants2:planks:5, Murray Pine Wood Planks
plants2:ash_stairs, Ashen Wood Stairs
plants2:blaze_stairs, Blazing Wood Stairs
plants2:black_kauri_stairs, Black Kauri Wood Stairs
plants2:brazillian_pine_stairs, Brazillian Pine Wood Stairs
plants2:incense_cedar_stairs, Incense Cedar Wood Stairs
plants2:murray_pine_stairs, Murray Pine Wood Stairs
plants2:ash_slab, Ashen Wood Slab
plants2:blaze_slab, Blazing Wood Slab
plants2:black_kauri_slab, Black Kauri Wood Slab
plants2:brazillian_pine_slab, Brazillian Pine Wood Slab
plants2:incense_cedar_slab, Incense Cedar Wood Slab
plants2:murray_pine_slab, Murray Pine Wood Slab
plants2:bush:0, Blackberry Leaves
plants2:bush:1, Blueberry Leaves
plants2:bush:2, Deciduous Leaves
plants2:bush:3, Evergreen Leaves
plants2:bush:4, Huckleberry Leaves
plants2:bush:5, Raspberry Leaves
plants2:bushling:0, Blackberry Bushling
plants2:bushling:1, Blueberry Bushling
plants2:bushling:2, Deciduous Bushling
plants2:bushling:3, Evergreen Bushling
plants2:bushling:4, Huckleberry Bushling
plants2:bushling:5, Raspberry Bushling
plants2:jar, Plant Jar
plants2:cataplant, Cataplant
plants2:brewing_cauldron, Magical Brewing Cauldron
plants2:crystal_pickaxe, Crystal Pickaxe
plants2:crystal_axe, Crystal Axe
plants2:crystal_shovel, Crystal Shovel
plants2:crystal_hoe, Crystal Hoe
plants2:crystal_sword, Crystal Sword
plants2:dark_crystal_pickaxe, Dark Crystal Pickaxe
plants2:dark_crystal_axe, Dark Crystal Axe
plants2:dark_crystal_shovel, Dark Crystal Shovel
plants2:dark_crystal_hoe, Dark Crystal Hoe
plants2:dark_crystal_sword, Dark Crystal Sword
plants2:aphrireroot, Aphrireroot
plants2:aakore, Aakore
plants2:briblebum, Briblebum
plants2:saimbaire, Saimbaire
plants2:small_flower_aithotus, Small Flower Aithotus
plants2:crystal_torch, Crystal Torch
plants2:excalibur, Holy Sword Excalibur
roots:roots_guide, The Magic of the Wilds
roots:moonglow_seed, Moonglow Seed
roots:moonglow_leaf, Moonglow Leaf
roots:pereskia_bulb, Pereskia Bulb
roots:pereskia, Pereskia
roots:terra_moss, Terra Moss
roots:spirit_herb_seed, Spirit Herb Seed
roots:spirit_herb, Spirit Herb
roots:wildroot, Wildroot
roots:wildewheet, Wildewheet
roots:wildewheet_seed, Wildewheet Seed
roots:cloud_berry, Cloud Berry
roots:infernal_bulb, Infernal Bulb
roots:dewgonia, Dewgonia
roots:stalicripe, Stalicripe
roots:terra_spores, Terra Spores
roots:petals, Petals
roots:runic_dust, Runic Dust
roots:bark_oak, Oak Bark
roots:bark_spruce, Spruce Bark
roots:bark_birch, Birch Bark
roots:bark_jungle, Jungle Bark
roots:bark_dark_oak, Dark Oak Bark
roots:bark_acacia, Acacia Bark
roots:bark_wildwood, Wildwood Bark
roots:fey_leather, Fey Leather
roots:mystic_feather, Mystic Feather
roots:strange_ooze, Strange Ooze
roots:salmon_of_knowledge, Salmon of Knowledge
roots:pestle, Pestle
roots:herb_pouch, Herb Pouch
roots:component_pouch, Component Pouch
roots:creative_pouch, Creative Component Pouch
roots:apothecary_pouch, Apothecary Pouch
roots:fey_pouch, Fey Leather Pouch
roots:spell_dust:0, Spell Dust
roots:spell_dust:0, Spell Dust
roots:spell_dust:0, Spell Dust
roots:spell_dust:0, Spell Dust
roots:spell_dust:0, Spell Dust
roots:spell_dust:0, Spell Dust
roots:spell_dust:0, Spell Dust
roots:spell_dust:0, Spell Dust
roots:spell_dust:0, Spell Dust
roots:spell_dust:0, Spell Dust
roots:spell_dust:0, Spell Dust
roots:spell_dust:0, Spell Dust
roots:spell_dust:0, Spell Dust
roots:spell_dust:0, Spell Dust
roots:spell_dust:0, Spell Dust
roots:spell_dust:0, Spell Dust
roots:spell_dust:0, Spell Dust
roots:spell_dust:0, Spell Dust
roots:spell_dust:0, Spell Dust
roots:spell_dust:0, Spell Dust
roots:spell_dust:0, Spell Dust
roots:spell_dust:0, Spell Dust
roots:spell_dust:0, Spell Dust
roots:spell_dust:0, Spell Dust
roots:flour, Flour
roots:staff:0, Staff
roots:staff:0, Staff
roots:staff:0, Staff
roots:staff:0, Staff
roots:staff:0, Staff
roots:staff:0, Staff
roots:staff:0, Staff
roots:staff:0, Staff
roots:staff:0, Staff
roots:staff:0, Staff
roots:staff:0, Staff
roots:staff:0, Staff
roots:staff:0, Staff
roots:staff:0, Staff
roots:staff:0, Staff
roots:staff:0, Staff
roots:staff:0, Staff
